Company,Folder,File Name,Transcript
pac,job_classification,3001.ulaw,"Connect, reconnect."
pbcwud,callout_type,1001.ulaw,Normal.
pbcwud,callout_type,1007.ulaw,Call until notify.
pbcwud,callout_type,1009.ulaw,All hands on deck.
pbcwud,callout_type,1014.ulaw,Travel.
pbcwud,callout_type,1016.ulaw,Fill shift.
pbcwud,callout_type,1025.ulaw,Notification.
pbcwud,callout_type,1110.ulaw,Planned overtime.
pbcwud,callout_type,1210.ulaw,Emergency.
pbcwud,callout_type,1212.ulaw,Emergency.
pbcwud,callout_type,1593.ulaw,Future work.
pbcwud,company,1201.ulaw,Palm Beach County water.
pbcwud,company,1265.ulaw,Press any key to continue.
peco,callout_type,1001.ulaw,Normal.
peco,callout_type,1004.ulaw,Out of town.
peco,callout_type,1007.ulaw,Call until notify.
peco,callout_type,1008.ulaw,Emergency.
peco,callout_type,1009.ulaw,All hands on deck.
peco,callout_type,1011.ulaw,Fill shift.
peco,callout_type,1012.ulaw,Response.
peco,callout_type,1014.ulaw,Travel.
peco,callout_type,1015.ulaw,Prearranged.
peco,callout_type,1016.ulaw,Fill shift.
peco,callout_type,1017.ulaw,Out of service territory.
peco,callout_type,1025.ulaw,Notification.
peco,callout_type,1026.ulaw,Storm.
peco,callout_type,1028.ulaw,Significant events.
peco,callout_type,1096.ulaw,Yeah. Normal.
peco,callout_type,1097.ulaw,Yeah. All hands.
peco,company,1201.ulaw,PICO.
pedec,callout_type,1001.ulaw,Normal.
pedec,callout_type,1009.ulaw,All hands on deck.
pedec,callout_type,1025.ulaw,Notification.
pedec,callout_type,1235.ulaw,"System outage staffing,"
pedec,callout_type,1266.ulaw,Critical staffing request.
pedec,callout_type,1267.ulaw,Critical staffing request.
pedec,callout_type,1428.ulaw,"Emergency operations plan,"
pedec,company,1201.ulaw,PEC.
pedec,company,1265.ulaw,Press any key to continue.
pedec,job_classification,3000.ulaw,Helper.
pedec,job_classification,3001.ulaw,Lineman.
pedec,job_classification,3002.ulaw,Dispatcher.
pedec,job_classification,3003.ulaw,"Equipment operator,"
pennaw,callout_type,1001.ulaw,Normal.
pennaw,callout_type,1007.ulaw,Call until notify.
pennaw,callout_type,1014.ulaw,Travel.
pennaw,callout_type,1016.ulaw,Fill shift.
pennaw,callout_type,1025.ulaw,Notification.
pennaw,callout_type,1110.ulaw,Planned overtime.
pennaw,callout_type,1210.ulaw,Emergency.
pennaw,callout_type,1212.ulaw,Emergency.
pennaw,company,1201.ulaw,"American Water, Pennsylvania."
pennaw,company,1265.ulaw,Press any key to continue.
peoplesgas,callout_type,1001.ulaw,Normal.
peoplesgas,callout_type,1007.ulaw,All hand.
peoplesgas,callout_type,1008.ulaw,Emergency.
peoplesgas,callout_type,1014.ulaw,Travel.
peoplesgas,callout_type,1016.ulaw,Fill shift.
peoplesgas,callout_type,1020.ulaw,Mutual aid.
peoplesgas,callout_type,1025.ulaw,Notification.
peoplesgas,callout_type,1397.ulaw,Proximity.
peoplesgas,callout_type,1398.ulaw,Nonemergency.
peoplesgas,callout_type,1399.ulaw,Crew.
peoplesgas,callout_type,1508.ulaw,GMR
peoplesgas,callout_type,1552.ulaw,"Damage prevention,"
peoplesgas,company,1201.ulaw,Peoples Gas Company.
peoplesgas,company,1202.ulaw,Marcos.
peoplesgas,company,1265.ulaw,Press any key to continue.
peoplesgas,company,1265_30.ulaw,Press any key to continue.
pge,callout_type,1004.ulaw,Out of town.
pge,callout_type,1007.ulaw,All hand.
pge,callout_type,1016.ulaw,Fill shift.
pge,callout_type,1025.ulaw,Notification.
pge,callout_type,1110.ulaw,Planned overtime.
pge,callout_type,1203.ulaw,Emergency.
pge,callout_type,1213.ulaw,Life or limb.
pge,callout_type,1235.ulaw,"System outage staffing,"
pge,callout_type,1266.ulaw,Critical staffing request.
pge,callout_type,1267.ulaw,Critical staffing request.
pge,callout_type,1279.ulaw,911
pge,callout_type,1321.ulaw,"Electric, m and c."
pge,callout_type,1322.ulaw,Electric system protection.
pge,callout_type,1395.ulaw,Emergency.
pge,callout_type,1412.ulaw,Emergency ETA.
pge,callout_type,1434.ulaw,Emergency.
pge,callout_type,1728.ulaw,Nine one one standby event.
pge,callout_type,1743.ulaw,EPSS outage.
pge,callout_type,1744.ulaw,Nine one one standby.
pge,callout_type,1846.ulaw,911 emergency.
pge,callout_type,1847.ulaw,EPSS outage.
pge,company,1201.ulaw,P g and d.
pge,company,1265.ulaw,Press any key to continue.
pge,job_classification,1170.ulaw,"Apprentice electrician, electric and hydro."
pge,job_classification,1252.ulaw,"Senior gas compliance rep,"
pge,job_classification,2130.ulaw,"Computer field analyst,"
pge,job_classification,2131.ulaw,Computer field analyst DCPP.
pge,job_classification,2132.ulaw,"Computer field analyst, lead."
pge,job_classification,2133.ulaw,"Computer field analyst, lead DCPP."
pge,job_classification,2134.ulaw,Computer field analyst senior.
pge,job_classification,2135.ulaw,"Computer field analyst senior DCPP,"
pge,job_classification,2136.ulaw,"Computer field analyst, tech expert."
pge,job_classification,2137.ulaw,"Computer field analyst, tech expert, DCPP."
pge,job_classification,3000.ulaw,Class a driver's license.
pge,job_classification,3001.ulaw,Class b driver's license.
pge,job_classification,3002.ulaw,Crane truck operator.
pge,job_classification,3003.ulaw,Dump truck operator.
pge,job_classification,3004.ulaw,"Backhoe operator,"
pge,job_classification,3005.ulaw,Leak survey.
pge,job_classification,3006.ulaw,Gas tapping and plugging.
pge,job_classification,3007.ulaw,Heavy truck driver.
pge,job_classification,3008.ulaw,"Gas Crew Leader, Welding."
pge,job_classification,3009.ulaw,"Gas crew leader, non welding."
pge,job_classification,3010.ulaw,Arc welder.
pge,job_classification,3011.ulaw,Arc welder.
pge,job_classification,3012.ulaw,Mark and locate.
pge,job_classification,3013.ulaw,Underground Journeyman Foreman.
pge,job_classification,3014.ulaw,Respirator qualified.
pge,job_classification,3015.ulaw,Plastic Fusion qualified.
pge,job_classification,3016.ulaw,Transmission standby qualified.
pge,job_classification,3017.ulaw,Odorometer sniff test.
pgnfl,callout_type,1001.ulaw,Normal code 11.
pgnfl,callout_type,1004.ulaw,Out of town. Assignments code 14.
pgnfl,callout_type,1007.ulaw,Call until notify.
pgnfl,callout_type,1009.ulaw,All hands on deck code 11.
pgnfl,callout_type,1011.ulaw,Fill shift code eleven.
pgnfl,callout_type,1012.ulaw,Response.
pgnfl,callout_type,1015.ulaw,Prearranged code 12.
pgnfl,callout_type,1025.ulaw,Notification.
pgnfl,callout_type,1066.ulaw,"Early emergence, code 19."
pgnfl,callout_type,1073.ulaw,Early prearranged. Code 18.
pgnfl,callout_type,1074.ulaw,"Last hour, code 13."
pgnfl,callout_type,1075.ulaw,"Finish job, holdover, code 17."
pgnfl,callout_type,1092.ulaw,Credited prearranged. Code 10.
pgnfl,callout_type,1098.ulaw,Contractor.
pgnfl,callout_type,1099.ulaw,Contractor.
pgnfl,company,1000.ulaw,This is Progress Energy.
pgnfl,company,1018.ulaw,Call the Progress Energy automated voice response system.
pgnfl,company,1060.ulaw,"No changes may be made through the FrogRass Energy automated voice response system. If changes need to be made, please contact the system operator."
pgnfl,company,1201.ulaw,Duke Energy.
pgnfl,company,1265.ulaw,Press any key to continue.
pgnfl,custom_message,975.ulaw,911 emergency. Life threatening.
pgnfl,custom_message,976.ulaw,Terminal pool outage.
pgnfl,job_classification,1002.ulaw,Lineman.
pgnfl,job_classification,1003.ulaw,Lineman apprentice.
pgnfl,job_classification,1143.ulaw,Electrician apprentice.
pgnfl,job_classification,1144.ulaw,Equipment operator.
pgnfl,job_classification,1145.ulaw,Foreman.
pgnfl,job_classification,1146.ulaw,Network specialist.
pgnfl,job_classification,1147.ulaw,Mandatory on call team.
pgnfl,job_classification,1148.ulaw,Serviceman.
pgnfl,job_classification,1149.ulaw,Troubleman.
pgnfl,job_classification,1150.ulaw,Meter reader.
pgnfl,job_classification,1151.ulaw,R and d.
pgnfl,job_classification,1152.ulaw,Dispatcher.
pgnfl,job_classification,1153.ulaw,Dispatcher relief.
pgnfl,job_classification,1154.ulaw,Working foreman.
pgnfl,job_classification,1155.ulaw,Lead equipment operator.
pgnfl,job_classification,1164.ulaw,Lineman f l.
pgnfl,job_classification,1165.ulaw,Lineman Apprentice SL.
pgnfl,job_classification,1166.ulaw,"Equipment operator, SL."
pgnfl,job_classification,1168.ulaw,Lineman All.
pgnfl,job_classification,1169.ulaw,Lineman apprentice all.
pgnfl,job_classification,1170.ulaw,"Equipment operator, all."
pgnfl,job_classification,1171.ulaw,Administrator.
pgnfl,job_classification,1172.ulaw,Meter man.
pgnfl,job_classification,1173.ulaw,Meter worker.
pgnfl,job_classification,1174.ulaw,Laborer.
pgnfl,job_classification,1175.ulaw,Dielectric test specialist.
pgnfl,job_classification,1176.ulaw,Meter lab technician.
pgnfl,job_classification,1177.ulaw,Field meter technician.
pgnfl,job_classification,1178.ulaw,Dispatcher assistance.
pgnfl,job_classification,1198.ulaw,Lighting technician.
pgnfl,job_classification,1199.ulaw,Meter reader collector.
pgnfl,job_classification,1200.ulaw,Qualified lineman.
pgnfl,job_classification,1201.ulaw,Qualified lineman apprentice.
pgnfl,job_classification,1202.ulaw,Service dispatcher.
pgnfl,job_classification,1203.ulaw,Service dispatcher relief.
pgnfl,job_classification,1204.ulaw,Qualified equipment operator.
pgnfl,job_classification,1205.ulaw,Groundman.
pgnfl,job_classification,1206.ulaw,Groundman SL.
pgnfl,job_classification,1207.ulaw,Groundman Hall.
pgnfl,job_classification,1208.ulaw,Qualify ground man.
pgnfl,job_classification,1209.ulaw,Technician a.
pgnfl,job_classification,1210.ulaw,Technician b.
pgnfl,job_classification,1211.ulaw,Vegetation contractor.
pgnfl,job_classification,1212.ulaw,Overhead contractor.
pgnfl,job_classification,1213.ulaw,Underground contractor.
pgnfl,job_classification,1214.ulaw,Storekeeper.
pgnfl,job_classification,1215.ulaw,Assistant storekeeper.
pgnfl,job_classification,1216.ulaw,Tractor trailer operator.
pgnfl,job_classification,1217.ulaw,Electrician.
pgnfl,job_classification,500.ulaw,Arccos user.
pnm,callout_type,1001.ulaw,Normal.
pnm,callout_type,1002.ulaw,Fill shift.
pnm,callout_type,1009.ulaw,All hands on deck.
pnm,callout_type,1014.ulaw,Travel.
pnm,callout_type,1025.ulaw,Notification.
pnm,callout_type,1041.ulaw,On call.
pnm,callout_type,1364.ulaw,Polling scheduled overtime.
pnm,company,1201.ulaw,PNM.
pnm,company,1265.ulaw,Press any key to continue.
pogfl,callout_type,1001.ulaw,Normal.
pogfl,callout_type,1004.ulaw,Out of town.
pogfl,callout_type,1007.ulaw,All hand.
pogfl,callout_type,1009.ulaw,All hands on deck.
pogfl,callout_type,1011.ulaw,Fill shift.
pogfl,callout_type,1012.ulaw,Response.
pogfl,callout_type,1014.ulaw,Travel.
pogfl,callout_type,1015.ulaw,Prearranged.
pogfl,callout_type,1019.ulaw,Out of town.
pogfl,callout_type,1020.ulaw,Mutual aid.
pogfl,callout_type,1021.ulaw,Rearranged overtime assignment.
pogfl,callout_type,1022.ulaw,Travel.
pogfl,callout_type,1023.ulaw,Fill shift.
pogfl,callout_type,1024.ulaw,Plant.
pogfl,callout_type,1025.ulaw,Notification.
pogfl,callout_type,1038.ulaw,All call.
pogfl,callout_type,1039.ulaw,Emergency response condition.
pogfl,callout_type,1050.ulaw,Scheduled overtime.
pogfl,callout_type,1051.ulaw,Escalated operations.
pogfl,callout_type,1052.ulaw,Gas emergency.
pogfl,callout_type,1053.ulaw,Electric emergency.
pogfl,callout_type,1054.ulaw,On call supervisor.
pogfl,callout_type,1055.ulaw,Emergent work.
pogfl,callout_type,1056.ulaw,Prearranged overtime.
pogfl,company,1201.ulaw,Duke Energy.
pogfl,company,1265.ulaw,Press any key to continue.
pogfl,job_classification,3001.ulaw,Air conditioning mechanic.
pogfl,job_classification,3002.ulaw,Apprentice control technician.
pogfl,job_classification,3003.ulaw,Apprentice operator.
pogfl,job_classification,3004.ulaw,Assistant fuel handler.
pogfl,job_classification,3005.ulaw,Assistant lab technician.
pogfl,job_classification,3006.ulaw,Assistant plant operator.
pogfl,job_classification,3007.ulaw,Assistant storekeeper.
pogfl,job_classification,3008.ulaw,Certified welder mechanic.
pogfl,job_classification,3009.ulaw,Chief control technician.
pogfl,job_classification,3010.ulaw,Chief electrician.
pogfl,job_classification,3011.ulaw,Key fuel equipment operator.
pogfl,job_classification,3012.ulaw,Chief laboratory technician.
pogfl,job_classification,3013.ulaw,Chief operator.
pogfl,job_classification,3014.ulaw,Control technician.
pogfl,job_classification,3015.ulaw,Electrician apprentice.
pogfl,job_classification,3016.ulaw,Electrician.
pogfl,job_classification,3017.ulaw,Fuel equipment operator.
pogfl,job_classification,3018.ulaw,Fuel handler.
pogfl,job_classification,3019.ulaw,Itinerant storekeeper.
pogfl,job_classification,3020.ulaw,Laborer.
pogfl,job_classification,3021.ulaw,Master mechanic.
pogfl,job_classification,3022.ulaw,Mechanic.
pogfl,job_classification,3023.ulaw,Mechanic apprentice.
pogfl,job_classification,3024.ulaw,Plant operator.
pogfl,job_classification,3025.ulaw,Special laboratory technician.
pogfl,job_classification,3026.ulaw,Storekeeper one.
pogfl,job_classification,3027.ulaw,Storekeeper two.
pogfl,job_classification,3028.ulaw,Turbine certified welder mechanic.
pogfl,job_classification,3029.ulaw,Turbine Master Mechanic.
pogfl,job_classification,3030.ulaw,Turbine mechanic.
pogfl,job_classification,3031.ulaw,Scrubber operator.
pogfl,job_classification,3032.ulaw,"Scrubber operator apprentice, apprenticeship program."
pogfl,job_classification,3033.ulaw,Apprentice scrubber operator.
pogfl,job_classification,3034.ulaw,Combustion turbine technician.
portgen,callout_type,1001.ulaw,Normal.
portgen,callout_type,1002.ulaw,Fill shift.
portgen,callout_type,1009.ulaw,All hands on deck.
portgen,callout_type,1014.ulaw,Travel.
portgen,callout_type,1025.ulaw,Notification.
portgen,callout_type,1271.ulaw,911
portgen,callout_type,1272.ulaw,Overtime.
portgen,company,1201.ulaw,PGE.
portgen,company,1265.ulaw,Press any key to continue.
portgen,job_classification,3000.ulaw,Foreman.
portgen,job_classification,3001.ulaw,Lineman.
portgen,job_classification,3002.ulaw,Truck driver.
portgen,job_classification,3003.ulaw,Apprentice.
portgen,job_classification,3004.ulaw,Derek operator.
portgen,job_classification,3005.ulaw,"Equip operator,"
portgen,job_classification,3006.ulaw,Assistant Derek operator.
portgen,job_classification,3007.ulaw,Groundman.
portgen,job_classification,3008.ulaw,Special tester.
portgen,job_classification,3009.ulaw,Flagger.
portgen,job_classification,3010.ulaw,Garage mechanic.
portgen,job_classification,3011.ulaw,Meter man foreman.
portgen,job_classification,3012.ulaw,Meter man.
portgen,job_classification,3013.ulaw,Storeroom.
portgen,job_classification,3014.ulaw,Repairman.
portgen,job_classification,3015.ulaw,Cable splicer.
portgen,job_classification,3016.ulaw,Assistant cable splicer.
portgen,job_classification,3017.ulaw,"Repair dispatcher,"
portgen,job_classification,3018.ulaw,"Underground helper,"
portgen,job_classification,3019.ulaw,Crane operator.
portgen,job_classification,3020.ulaw,Vac truck operator.
portgen,job_classification,3021.ulaw,Snowcat operator.
portgen,job_classification,3022.ulaw,"Backhoe operator,"
portgen,job_classification,3023.ulaw,Reliability technician.
portgen,job_classification,3024.ulaw,Reamper.
portgen,job_classification,3025.ulaw,Unspecified classification.
portgen,job_classification,3026.ulaw,Weed man.
portgen,job_classification,3027.ulaw,Meter Man Apprentice.
portgen,job_classification,3028.ulaw,Wireman helper.
portgen,job_classification,3029.ulaw,Battery man.
portgen,job_classification,3030.ulaw,Carpenter.
portgen,job_classification,3031.ulaw,Welder.
portgen,job_classification,3032.ulaw,Carpenter foreman.
portgen,job_classification,3033.ulaw,Spill coordinator.
portgen,job_classification,3034.ulaw,SCADA tech.
portgen,job_classification,3035.ulaw,Wireman foreman.
portgen,job_classification,3036.ulaw,Comtech.
portgen,job_classification,3037.ulaw,Substation operator.
portgen,job_classification,3038.ulaw,Wireman b.
portgen,job_classification,3039.ulaw,"Journeyman sheet metal,"
portgen,job_classification,3040.ulaw,Serviceman.
portgen,job_classification,3041.ulaw,RelayTek.
portgen,job_classification,3042.ulaw,"Senior relay tech,"
portgen,job_classification,3043.ulaw,Wireman.
portgen,job_classification,3044.ulaw,Apprentice.
portgen,job_classification,3045.ulaw,Wire down scout.
portgen,job_classification,3046.ulaw,Field connect rep.
portgen,job_classification,3047.ulaw,Spill response crew.
portgen,job_classification,3048.ulaw,Wire watcher.
portgen,job_classification,3049.ulaw,Transformer testing tech.
portgen,job_classification,3050.ulaw,Fire protection team.
portgen,job_classification,3051.ulaw,"Electric vehicle, all hands."
portgen,job_classification,3052.ulaw,"Electric vehicle, civil worker."
portgen,job_classification,3053.ulaw,Electric vehicle field worker.
portgen,job_classification,3054.ulaw,Electric vehicle foreman.
portgen,job_classification,3055.ulaw,"Electric vehicle, Journeyman."
portgen,job_classification,3056.ulaw,Electric vehicle lead man.
portgen,job_classification,3057.ulaw,Electric vehicle lead working supervising electrician.
portgen,job_classification,3058.ulaw,Lead working foreman.
portoak,callout_type,1001.ulaw,Normal.
portoak,callout_type,1007.ulaw,Call until notify.
portoak,callout_type,1014.ulaw,Travel.
portoak,callout_type,1016.ulaw,Fill shift.
portoak,callout_type,1025.ulaw,Notification.
portoak,callout_type,1110.ulaw,Planned overtime.
portoak,callout_type,1153.ulaw,Overtime opportunity.
portoak,callout_type,1210.ulaw,Emergency.
portoak,callout_type,1212.ulaw,Emergency.
portoak,company,1201.ulaw,Port Of Oakland.
portoak,company,1265.ulaw,Press any key to continue.
ppl,callout_type,1001.ulaw,Normal.
ppl,callout_type,1002.ulaw,Fill shift.
ppl,callout_type,1003.ulaw,Plans.
ppl,callout_type,1004.ulaw,Out of town.
ppl,callout_type,1015.ulaw,Prearranged.
ppl,callout_type,1025.ulaw,Notification.
ppl,callout_type,1026.ulaw,Storm.
ppl,callout_type,1038.ulaw,All call.
ppl,callout_type,1259.ulaw,Future start.
ppl,callout_type,1260.ulaw,Customer services.
ppl,callout_type,1261.ulaw,Clerical.
ppl,callout_type,1687.ulaw,Normal.
ppl,company,1201.ulaw,PPL.
ppl,company,1202.ulaw,Rhode Island Energy.
ppl,company,1265.ulaw,Press any key to continue.
pros,callout_type,1001.ulaw,Normal.
pros,callout_type,1007.ulaw,Call until notify.
pros,callout_type,1014.ulaw,Travel.
pros,callout_type,1016.ulaw,Fill shift.
pros,callout_type,1025.ulaw,Notification.
pros,callout_type,1110.ulaw,Planned overtime.
pros,callout_type,1210.ulaw,Emergency.
pros,callout_type,1212.ulaw,Emergency.
pros,company,1201.ulaw,Prose power.
pros,company,1265.ulaw,Press any key to continue.
psales,callout_type,1001.ulaw,Normal.
psales,callout_type,1002.ulaw,Fill shift.
psales,callout_type,1009.ulaw,All hands on deck.
psales,callout_type,1014.ulaw,Travel.
psales,callout_type,1025.ulaw,Notification.
psales,callout_type,1083.ulaw,Augmentation capability assessment.
psales,callout_type,1099.ulaw,Contractor.
psales,callout_type,1173.ulaw,Notification message.
psales,callout_type,1199.ulaw,System emergency assignment.
psales,callout_type,1235.ulaw,"System outage staffing,"
psales,callout_type,1250.ulaw,Fill shift.
psales,callout_type,1341.ulaw,Fill shift.
psales,callout_type,1689.ulaw,Normal ETA.
psales,company,1201.ulaw,Arco's Power.
psales,company,1265.ulaw,Press any key to continue.
psales,job_classification,3000.ulaw,Arc welder.
psales,job_classification,3001.ulaw,Distribution crew leader.
psales,job_classification,3002.ulaw,Distribution mechanic.
psales,job_classification,3003.ulaw,Distribution technician.
psales,job_classification,3004.ulaw,Weak survey specialist.
psales,job_classification,3005.ulaw,Operations employee.
psales,job_classification,3006.ulaw,System operations employee.
psales,job_classification,3007.ulaw,Watch and protect locator.
psales,job_classification,3008.ulaw,Senior line worker.
psales,job_classification,3009.ulaw,Lineman.
psales,job_classification,3010.ulaw,Lineman apprentice.
psales,job_classification,3011.ulaw,Groundman.
psales,job_classification,3012.ulaw,Electric serviceman.
psales,job_classification,3013.ulaw,Crew leader.
psales,job_classification,3014.ulaw,Foreman.
psales,job_classification,3015.ulaw,Underground lineman trainee.
pse,callout_type,1001.ulaw,Normal.
pse,callout_type,1007.ulaw,Call until notify.
pse,callout_type,1008.ulaw,Emergency.
pse,callout_type,1014.ulaw,Travel.
pse,callout_type,1016.ulaw,Fill shift.
pse,callout_type,1025.ulaw,Notification.
pse,callout_type,1026.ulaw,Storm.
pse,callout_type,1068.ulaw,Emergency service.
pse,callout_type,1110.ulaw,Planned overtime.
pse,callout_type,1210.ulaw,Emergency.
pse,callout_type,1212.ulaw,Emergency.
pse,callout_type,1357.ulaw,Scheduled.
pse,callout_type,1573.ulaw,Emergency substation.
pse,company,1201.ulaw,Puget Sound Energy.
pse,company,1265.ulaw,Press any key to continue.
pwsa,callout_type,1001.ulaw,Normal.
pwsa,callout_type,1007.ulaw,Call until notify.
pwsa,callout_type,1014.ulaw,Travel.
pwsa,callout_type,1016.ulaw,Fill shift.
pwsa,callout_type,1025.ulaw,Notification.
pwsa,callout_type,1087.ulaw,Shift coverage.
pwsa,callout_type,1110.ulaw,Planned overtime.
pwsa,callout_type,1210.ulaw,Emergency.
pwsa,callout_type,1212.ulaw,Emergency.
pwsa,callout_type,1341.ulaw,Polling.
pwsa,callout_type,1465.ulaw,Scheduled overtime.
pwsa,callout_type,1778.ulaw,Shift coverage.
pwsa,company,1201.ulaw,Pittsburgh Water.
pwsa,company,1265.ulaw,Press any key to continue.
pwsa,job_classification,3000.ulaw,Acting truck driver.
pwsa,job_classification,3001.ulaw,Acting water repair foreman.
pwsa,job_classification,3002.ulaw,Acting utility worker two.
qaautom,callout_type,1001.ulaw,Normal.
qaautom,callout_type,1002.ulaw,Fill shift.
qaautom,callout_type,1004.ulaw,Out of town.
qaautom,callout_type,1007.ulaw,Call until notify.
qaautom,callout_type,1009.ulaw,All hands on deck.
qaautom,callout_type,1011.ulaw,Fill shift.
qaautom,callout_type,1012.ulaw,Response.
qaautom,callout_type,1014.ulaw,Travel.
qaautom,callout_type,1015.ulaw,Prearranged.
qaautom,callout_type,1019.ulaw,Out of town.
qaautom,callout_type,1020.ulaw,Mutual aid.
qaautom,callout_type,1021.ulaw,Rearranged overtime assignment.
qaautom,callout_type,1022.ulaw,Travel.
qaautom,callout_type,1023.ulaw,Fill shift.
qaautom,callout_type,1024.ulaw,Plant.
qaautom,callout_type,1025.ulaw,Notification.
qaautom,callout_type,1029.ulaw,Emergency notification.
qaautom,callout_type,1243.ulaw,Scheduled overtime.
qaautom,callout_type,1244.ulaw,Miscellaneous.
qaautom,callout_type,1245.ulaw,"Normal overhead,"
qaautom,callout_type,1246.ulaw,Normal underground.
qaautom,company,1060.ulaw,No changes may be made through the Barco's power callout system.
qaautom,company,1201.ulaw,Marcos Power.
qaautom,company,1265.ulaw,Press any key to continue.
qsales,callout_type,1001.ulaw,Normal.
qsales,callout_type,1002.ulaw,Fill shift.
qsales,callout_type,1009.ulaw,All hands on deck.
qsales,callout_type,1014.ulaw,Travel.
qsales,callout_type,1025.ulaw,Notification.
qsales,callout_type,1083.ulaw,Augmentation capability assessment.
qsales,callout_type,1099.ulaw,Contractor.
qsales,callout_type,1173.ulaw,Notification message.
qsales,callout_type,1199.ulaw,System emergency assignment.
qsales,callout_type,1235.ulaw,"System outage staffing,"
qsales,callout_type,1250.ulaw,Fill shift.
qsales,callout_type,1341.ulaw,Fill shift.
qsales,callout_type,1689.ulaw,Normal ETA.
qsales,company,1201.ulaw,Arco's Power.
qsales,company,1265.ulaw,Press any key to continue.
qsales,job_classification,3000.ulaw,Arc welder.
qsales,job_classification,3001.ulaw,Distribution crew leader.
qsales,job_classification,3002.ulaw,Distribution mechanic.
qsales,job_classification,3003.ulaw,Distribution technician.
qsales,job_classification,3004.ulaw,Weak survey specialist.
qsales,job_classification,3005.ulaw,Operations employee.
qsales,job_classification,3006.ulaw,System operations employee.
qsales,job_classification,3007.ulaw,Watch and protect locator.
qsales,job_classification,3008.ulaw,Senior line worker.
qsales,job_classification,3009.ulaw,Lineman.
qsales,job_classification,3010.ulaw,Lineman apprentice.
qsales,job_classification,3011.ulaw,Groundman.
qsales,job_classification,3012.ulaw,Electric serviceman.
qsales,job_classification,3013.ulaw,Crew leader.
qsales,job_classification,3014.ulaw,Foreman.
qsales,job_classification,3015.ulaw,Underground lineman trainee.
qualitya,callout_type,1001.ulaw,Normal.
qualitya,callout_type,1002.ulaw,Fill shift.
qualitya,callout_type,1004.ulaw,Out of town.
qualitya,callout_type,1007.ulaw,Call until notify.
qualitya,callout_type,1009.ulaw,All hands on deck.
qualitya,callout_type,1011.ulaw,Fill shift.
qualitya,callout_type,1012.ulaw,Response.
qualitya,callout_type,1014.ulaw,Travel.
qualitya,callout_type,1015.ulaw,Prearranged.
qualitya,callout_type,1019.ulaw,Out of town.
qualitya,callout_type,1020.ulaw,Mutual aid.
qualitya,callout_type,1021.ulaw,Rearranged overtime assignment.
qualitya,callout_type,1022.ulaw,Travel.
qualitya,callout_type,1023.ulaw,Fill shift.
qualitya,callout_type,1024.ulaw,Plant.
qualitya,callout_type,1025.ulaw,Notification.
qualitya,callout_type,1029.ulaw,Emergency notification.
qualitya,callout_type,1243.ulaw,Scheduled overtime.
qualitya,callout_type,1244.ulaw,Miscellaneous.
qualitya,callout_type,1245.ulaw,"Normal overhead,"
qualitya,callout_type,1246.ulaw,Normal underground.
qualitya,callout_type,1440.ulaw,Incident management.
qualitya,company,1060.ulaw,No changes may be made through the Barco's power callout system.
qualitya,company,1201.ulaw,Marcos Power.
qualitya,company,1265.ulaw,Press any key to continue.
qualityb,callout_type,1001.ulaw,Normal.
qualityb,callout_type,1002.ulaw,Fill shift.
qualityb,callout_type,1004.ulaw,Out of town.
qualityb,callout_type,1007.ulaw,Call until notify.
qualityb,callout_type,1009.ulaw,All hands on deck.
qualityb,callout_type,1011.ulaw,Fill shift.
qualityb,callout_type,1012.ulaw,Response.
qualityb,callout_type,1014.ulaw,Travel.
qualityb,callout_type,1015.ulaw,Prearranged.
qualityb,callout_type,1019.ulaw,Out of town.
qualityb,callout_type,1020.ulaw,Mutual aid.
qualityb,callout_type,1021.ulaw,Rearranged overtime assignment.
qualityb,callout_type,1022.ulaw,Travel.
qualityb,callout_type,1023.ulaw,Fill shift.
qualityb,callout_type,1024.ulaw,Plant.
qualityb,callout_type,1025.ulaw,Notification.
qualityb,callout_type,1029.ulaw,Emergency notification.
qualityb,callout_type,1243.ulaw,Scheduled overtime.
qualityb,callout_type,1244.ulaw,Miscellaneous.
qualityb,callout_type,1245.ulaw,"Normal overhead,"
qualityb,callout_type,1246.ulaw,Normal underground.
qualityb,company,1060.ulaw,No changes may be made through the Barco's power callout system.
qualityb,company,1201.ulaw,Marcos Power.
qualityb,company,1265.ulaw,Press any key to continue.
rec,callout_type,1001.ulaw,Normal.
rec,callout_type,1007.ulaw,Call until notify.
rec,callout_type,1009.ulaw,All hands on deck.
rec,callout_type,1014.ulaw,Travel.
rec,callout_type,1016.ulaw,Fill shift.
rec,callout_type,1025.ulaw,Notification.
rec,callout_type,1110.ulaw,Planned overtime.
rec,callout_type,1210.ulaw,Emergency.
rec,callout_type,1212.ulaw,Emergency.
rec,callout_type,1415.ulaw,Scheduled work.
rec,callout_type,1478.ulaw,Call out.
rec,callout_type,1598.ulaw,Technical service.
rec,company,1201.ulaw,Rappahannock Electric.
rec,company,1265.ulaw,Press any key to continue.
reu,callout_type,1001.ulaw,Normal.
reu,callout_type,1006.ulaw,Test.
reu,callout_type,1007.ulaw,All hand.
reu,callout_type,1008.ulaw,Emergency.
reu,callout_type,1014.ulaw,Travel.
reu,callout_type,1015.ulaw,Prearranged.
reu,callout_type,1016.ulaw,Fill shift.
reu,callout_type,1025.ulaw,Notification.
